id,complaint_text,department,issue_type,locality,duration_text,latitude,longitude,status
C1096,"Major intersection in Lajpat Nagar has Missing Signboard near City Hospital, creating chaotic traffic jam.",Traffic,Missing Signboard,Lajpat Nagar,almost 10 days,28.569044,77.243601,Manual Review
C1209,"Street dark and unsafe for women due to Exposed Wire on 3rd Cross, Pitampura for 3 days.",Electrical,Exposed Wire,Pitampura,3 days,28.698002,77.13894,In Progress
C1331,Public walkway encroached by shops causing Noise Pollution in Vasant Kunj for 3 days.,Other,Noise Pollution,Vasant Kunj,3 days,28.528911,77.154899,In Progress
C2180,Public health emergency due to unattended Illegal Dumping near school gate in Karol Bagh.,Sanitation,Illegal Dumping,Karol Bagh,since last Thursday,28.652194,77.189898,Pending
C1567,"Massive Illegal Dumping accumulating near Metro Station in Lajpat Nagar for since Monday, terrible stench.",Sanitation,Illegal Dumping,Lajpat Nagar,since Monday,28.567894,77.241405,Pending
C1858,"Drinking water supply in Connaught Place has brown smelly Low Water Pressure for 2 days, health risk to residents.",Water,Low Water Pressure,Connaught Place,2 days,28.632374,77.216441,Resolved
C1267,"Community dustbin has Illegal Dumping in Dwarka Sector 6, stray dogs and cows scattering trash everywhere.",Sanitation,Illegal Dumping,Dwarka Sector 6,24 hours,28.582887,77.062289,Resolved
C1939,Cattle wandering on road causing Noise Pollution near Main Market in Connaught Place.,Other,Noise Pollution,Connaught Place,48 hours,28.631856,77.216666,Resolved
C1643,Old banyan tree has Overgrown Vegetation leaning over pedestrian pathway near Bus Stand in Dwarka Sector 6.,Parks,Overgrown Vegetation,Dwarka Sector 6,48 hours,28.583838,77.061695,Pending
C2033,"Heavy rain created a massive Footpath Damage in Civil Lines, risk of fatal accidents at night.",Roads,Footpath Damage,Civil Lines,1 week,28.678414,77.223119,Pending
C1864,"Severe Water Leakage observed near City Hospital in Mayur Vihar Phase 1, clean drinking water being wasted for since Monday.",Water,Water Leakage,Mayur Vihar Phase 1,since Monday,28.610333,77.297387,Resolved
C1402,"Drinking water supply in Karol Bagh has brown smelly Water Leakage for 2 weeks, health risk to residents.",Water,Water Leakage,Karol Bagh,2 weeks,28.653308,77.190594,Pending
C1804,Commercial vehicles and cabs doing Missing Signboard on narrow road in Shahdara for for past 4 days.,Traffic,Missing Signboard,Shahdara,for past 4 days,28.672367,77.288481,Pending
C1591,"Broken boundary wall and Tree Fall Hazard in municipal garden, Karol Bagh.",Parks,Tree Fall Hazard,Karol Bagh,2 days,28.651341,77.19045,Pending
C1647,"Massive Garbage Dump accumulating near Police Station in Lajpat Nagar for since Monday, terrible stench.",Sanitation,Garbage Dump,Lajpat Nagar,since Monday,28.568236,77.241641,Resolved
C1122,Stagnant sewer water and Sewage Blockage overflowing onto pavement in Lajpat Nagar for almost 10 days.,Sewage,Sewage Blockage,Lajpat Nagar,almost 10 days,28.565858,77.244454,Pending
C2140,"Hazardous live Exposed Wire hanging dangerously low near Pillar 45 in Connaught Place, risk of electric shock.",Electrical,Exposed Wire,Connaught Place,3 days,28.633049,77.215222,Resolved
C1130,Public walkway encroached by shops causing Public Nuisance in Janakpuri Block B for since last Thursday.,Other,Public Nuisance,Janakpuri Block B,since last Thursday,28.621577,77.088769,Pending
C2115,Black foul-smelling Manhole Overflow flooding the main road in Indirapuram for since last Thursday.,Sewage,Manhole Overflow,Indirapuram,since last Thursday,28.64323,77.369946,In Progress
C1728,Children play area has damaged swings and Broken Bench in Janakpuri Block B municipal park.,Parks,Broken Bench,Janakpuri Block B,3 days,28.622422,77.087237,Pending
C1102,"Urgent repair needed for Road Damage near Govt Senior Secondary School, road surface completely broken.",Roads,Road Damage,Civil Lines,2 weeks,28.678152,77.223093,Pending
C1237,"Street light pole has Power Outage near Mother Dairy in Saket, complete darkness for 1 week.",Electrical,Power Outage,Saket,1 week,28.524952,77.20481,Pending
C2087,Uncovered electrical junction box with Power Outage near children's park in Rohini Sector 14.,Electrical,Power Outage,Rohini Sector 14,almost 10 days,28.716037,77.133404,In Progress
C1163,"Key traffic junction has Illegal Parking at Lajpat Nagar crossing, accidents happening daily.",Traffic,Illegal Parking,Lajpat Nagar,since Monday,28.568226,77.244485,In Progress
C1530,"Frequent sudden Broken Street Light in Connaught Place for 48 hours, appliances getting damaged.",Electrical,Broken Street Light,Connaught Place,48 hours,28.630531,77.214722,Resolved
C1989,"Major intersection in Saket has Illegal Parking near Railway Crossing, creating chaotic traffic jam.",Traffic,Illegal Parking,Saket,2 weeks,28.525891,77.208006,Manual Review
C1926,Contaminated foul-smelling water coming from taps in Civil Lines for for past 4 days.,Water,Low Water Pressure,Civil Lines,for past 4 days,28.678636,77.223415,Resolved
C1413,Stagnant sewer water and Manhole Overflow overflowing onto pavement in Noida Sector 62 for for past 4 days.,Sewage,Manhole Overflow,Noida Sector 62,for past 4 days,28.627892,77.363589,Pending
C1178,"Massive Dead Animal accumulating near Bus Stand in Saket for 24 hours, terrible stench.",Sanitation,Dead Animal,Saket,24 hours,28.524618,77.20501,Resolved
C2076,"Drinking water supply in Shahdara has brown smelly Low Water Pressure for 48 hours, health risk to residents.",Water,Low Water Pressure,Shahdara,48 hours,28.673708,77.286207,Pending
C1400,Choked drainage and Gutter Stagnation outside Metro Station in Rohini Sector 14 for past 2 days.,Sewage,Gutter Stagnation,Rohini Sector 14,2 days,28.717572,77.132699,In Progress
C1652,Distribution transformer has Transformer Fault sparking continuously near Bus Stand in Indirapuram.,Electrical,Transformer Fault,Indirapuram,3 days,28.641905,77.369426,Resolved
C2030,"Major intersection in Pitampura has Traffic Signal Down near City Hospital, creating chaotic traffic jam.",Traffic,Traffic Signal Down,Pitampura,48 hours,28.698206,77.138795,Manual Review
C1132,"Street light pole has Exposed Wire near Main Market in Saket, complete darkness for since last Thursday.",Electrical,Exposed Wire,Saket,since last Thursday,28.526007,77.207179,Pending
C1440,"Major intersection in Saket has Illegal Parking near Gate 2, creating chaotic traffic jam.",Traffic,Illegal Parking,Saket,almost 10 days,28.525334,77.205505,Resolved
C1592,Cattle wandering on road causing Stray Animals near Mother Dairy in Karol Bagh.,Other,Stray Animals,Karol Bagh,24 hours,28.650695,77.190574,Resolved
C2181,Continuous gridlock and Traffic Congestion due to illegal encroaching near Gate 2 in Janakpuri Block B.,Traffic,Traffic Congestion,Janakpuri Block B,2 weeks,28.620345,77.08604,In Progress
C1821,Open drain with Sewage Blockage causing severe mosquito menace in Indirapuram.,Sewage,Sewage Blockage,Indirapuram,2 weeks,28.642363,77.37135,Pending
C1053,Sanitation workers haven't cleared Garbage Dump near Post Office in Civil Lines for past almost 10 days.,Sanitation,Garbage Dump,Civil Lines,almost 10 days,28.678877,77.220674,Manual Review
C1849,"Hazardous live Exposed Wire hanging dangerously low near Govt Senior Secondary School in Shahdara, risk of electric shock.",Electrical,Exposed Wire,Shahdara,since Monday,28.673925,77.289718,Resolved
C1403,Dense bushes and Park Cleanliness in Pitampura park haven't been trimmed for 2 weeks.,Parks,Park Cleanliness,Pitampura,2 weeks,28.697365,77.138577,Pending
C1660,"Hazardous live Exposed Wire hanging dangerously low near Metro Station in Krishna Nagar, risk of electric shock.",Electrical,Exposed Wire,Krishna Nagar,2 days,28.65996,77.280387,Resolved
C1632,Public health emergency due to unattended Overflowing Bin near school gate in Karol Bagh.,Sanitation,Overflowing Bin,Karol Bagh,since last Thursday,28.652136,77.189509,Pending
C1198,"Community dustbin has Garbage Dump in Shahdara, stray dogs and cows scattering trash everywhere.",Sanitation,Garbage Dump,Shahdara,almost 10 days,28.674525,77.286339,Pending
C2040,"Street dark and unsafe for women due to Power Outage on 3rd Cross, Lajpat Nagar for since Monday.",Electrical,Power Outage,Lajpat Nagar,since Monday,28.566946,77.244187,Pending
C1570,"Key traffic junction has Missing Signboard at Noida Sector 62 crossing, accidents happening daily.",Traffic,Missing Signboard,Noida Sector 62,2 weeks,28.628194,77.36344,Resolved
C2006,"Key traffic junction has Traffic Congestion at Rohini Sector 14 crossing, accidents happening daily.",Traffic,Traffic Congestion,Rohini Sector 14,3 days,28.718138,77.131253,Pending
C1441,Black foul-smelling Sewage Blockage flooding the main road in Indirapuram for for past 4 days.,Sewage,Sewage Blockage,Indirapuram,for past 4 days,28.640724,77.369661,Pending
C1586,Pack of aggressive stray dogs causing Public Nuisance near Gate 2 in Mayur Vihar Phase 1.,Other,Public Nuisance,Mayur Vihar Phase 1,almost 10 days,28.607571,77.293852,In Progress
C1983,Illegal waste and Dead Animal dumped openly beside Post Office in Rohini Sector 14.,Sanitation,Dead Animal,Rohini Sector 14,for past 4 days,28.719651,77.13194,Manual Review
C1175,"Massive Illegal Dumping accumulating near Main Market in Indirapuram for almost 10 days, terrible stench.",Sanitation,Illegal Dumping,Indirapuram,almost 10 days,28.642378,77.373278,In Progress
C1344,Dense bushes and Tree Fall Hazard in Mayur Vihar Phase 1 park haven't been trimmed for 5 days.,Parks,Tree Fall Hazard,Mayur Vihar Phase 1,5 days,28.607691,77.295978,Pending
C1326,Uncovered electrical junction box with Exposed Wire near children's park in Connaught Place.,Electrical,Exposed Wire,Connaught Place,48 hours,28.630164,77.215257,Pending
C1615,"Massive Dead Animal accumulating near Central Park in Noida Sector 62 for 2 days, terrible stench.",Sanitation,Dead Animal,Noida Sector 62,2 days,28.628193,77.36395,Pending
C1760,"Heavy rain created a massive Pothole in Mayur Vihar Phase 1, risk of fatal accidents at night.",Roads,Pothole,Mayur Vihar Phase 1,for past 4 days,28.606863,77.294866,In Progress
C1840,Unauthorized commercial establishment causing Noise Pollution late night in Shahdara for 24 hours.,Other,Noise Pollution,Shahdara,24 hours,28.673806,77.289669,Resolved
C2127,Illegal waste and Overflowing Bin dumped openly beside Community Center in Saket.,Sanitation,Overflowing Bin,Saket,3 days,28.524084,77.2068,Resolved
C1837,Public health emergency due to unattended Dead Animal near school gate in Connaught Place.,Sanitation,Dead Animal,Connaught Place,48 hours,28.630454,77.2153,Pending
C2085,Old banyan tree has Overgrown Vegetation leaning over pedestrian pathway near Railway Crossing in Mayur Vihar Phase 1.,Parks,Overgrown Vegetation,Mayur Vihar Phase 1,for past 4 days,28.610163,77.293616,Resolved
C2022,"Manhole lid broken with Sewage Overflow near school in Janakpuri Block B, life-threatening for children.",Sewage,Sewage Overflow,Janakpuri Block B,5 days,28.62021,77.088854,In Progress
C1810,Cattle wandering on road causing Stray Animals near Community Center in Indirapuram.,Other,Stray Animals,Indirapuram,48 hours,28.640255,77.369678,Resolved
C1158,Missing directional signboard and Illegal Parking near Police Station in Noida Sector 62.,Traffic,Illegal Parking,Noida Sector 62,24 hours,28.626353,77.366278,Pending
C1027,"Drinking water supply in Indirapuram has brown smelly Water Contamination for since Monday, health risk to residents.",Water,Water Contamination,Indirapuram,since Monday,28.640355,77.371004,Pending
C2024,"Heavy rain created a massive Pothole in Janakpuri Block B, risk of fatal accidents at night.",Roads,Pothole,Janakpuri Block B,since Monday,28.62011,77.085819,Resolved
C2046,"Key traffic junction has Traffic Congestion at Pitampura crossing, accidents happening daily.",Traffic,Traffic Congestion,Pitampura,48 hours,28.700882,77.137893,In Progress
C2008,Pack of aggressive stray dogs causing Noise Pollution near Metro Station in Rohini Sector 14.,Other,Noise Pollution,Rohini Sector 14,48 hours,28.717135,77.131432,In Progress
C2160,"Dangerous Road Damage near Metro Station in Vasant Kunj for 2 weeks, multiple bike slips reported.",Roads,Road Damage,Vasant Kunj,2 weeks,28.527871,77.15441,Pending
C1922,Contaminated foul-smelling water coming from taps in Lajpat Nagar for 2 weeks.,Water,Water Leakage,Lajpat Nagar,2 weeks,28.56799,77.241321,Pending
C1005,Stagnant sewer water and Sewage Overflow overflowing onto pavement in Noida Sector 62 for 3 days.,Sewage,Sewage Overflow,Noida Sector 62,3 days,28.629892,77.364414,In Progress
C1248,"Broken boundary wall and Tree Fall Hazard in municipal garden, Lajpat Nagar.",Parks,Tree Fall Hazard,Lajpat Nagar,2 weeks,28.56717,77.242183,Manual Review
C1690,Illegal waste and Overflowing Bin dumped openly beside Community Center in Civil Lines.,Sanitation,Overflowing Bin,Civil Lines,48 hours,28.678862,77.222089,Pending
C1425,Open drain with Gutter Stagnation causing severe mosquito menace in Pitampura.,Sewage,Gutter Stagnation,Pitampura,24 hours,28.698836,77.137273,Pending
C2034,"Urgent repair needed for Pothole near Police Station, road surface completely broken.",Roads,Pothole,Rohini Sector 14,48 hours,28.719029,77.132979,Pending
C1815,Dense bushes and Tree Fall Hazard in Saket park haven't been trimmed for 48 hours.,Parks,Tree Fall Hazard,Saket,48 hours,28.52635,77.206646,Pending
C2131,Sanitation workers haven't cleared Overflowing Bin near Metro Station in Vasant Kunj for past 2 weeks.,Sanitation,Overflowing Bin,Vasant Kunj,2 weeks,28.531277,77.152889,Resolved
C2158,Dense bushes and Broken Bench in Pitampura park haven't been trimmed for 48 hours.,Parks,Broken Bench,Pitampura,48 hours,28.697401,77.138507,Resolved
C1315,Cattle wandering on road causing Public Nuisance near Central Park in Indirapuram.,Other,Public Nuisance,Indirapuram,48 hours,28.641848,77.370792,Resolved
C1271,Open drain with Manhole Overflow causing severe mosquito menace in Civil Lines.,Sewage,Manhole Overflow,Civil Lines,24 hours,28.677634,77.221739,Resolved
C1675,"Drinking water supply in Karol Bagh has brown smelly Low Water Pressure for 3 days, health risk to residents.",Water,Low Water Pressure,Karol Bagh,3 days,28.649461,77.191192,In Progress
C1901,Open drain with Sewage Blockage causing severe mosquito menace in Mayur Vihar Phase 1.,Sewage,Sewage Blockage,Mayur Vihar Phase 1,1 week,28.608731,77.295751,In Progress
C1275,Loudspeakers and industrial machinery causing unbearable Encroachment in residential Karol Bagh for 24 hours.,Other,Encroachment,Karol Bagh,24 hours,28.650077,77.191581,In Progress
C2137,Large Pothole right in front of Main Market in Janakpuri Block B. Please fix immediately.,Roads,Pothole,Janakpuri Block B,1 week,28.621041,77.086921,In Progress
C1520,"Key traffic junction has Traffic Signal Down at Saket crossing, accidents happening daily.",Traffic,Traffic Signal Down,Saket,since Monday,28.523243,77.205245,Resolved
C1230,Public walkway encroached by shops causing Noise Pollution in Karol Bagh for 1 week.,Other,Noise Pollution,Karol Bagh,1 week,28.651644,77.192692,In Progress
C1801,Unauthorized commercial establishment causing Encroachment late night in Rohini Sector 14 for 2 days.,Other,Encroachment,Rohini Sector 14,2 days,28.719172,77.132554,Pending
C1384,"The road in Connaught Place has an unrepaired Missing Manhole Cover for for past 4 days, vehicles are getting damaged.",Roads,Missing Manhole Cover,Connaught Place,for past 4 days,28.633293,77.218047,Resolved
C2156,"Community dustbin has Illegal Dumping in Shahdara, stray dogs and cows scattering trash everywhere.",Sanitation,Illegal Dumping,Shahdara,1 week,28.673679,77.289973,Pending
C1016,"Community dustbin has Dead Animal in Civil Lines, stray dogs and cows scattering trash everywhere.",Sanitation,Dead Animal,Civil Lines,since last Thursday,28.680074,77.222696,In Progress
C1811,Pack of aggressive stray dogs causing Public Nuisance near Post Office in Krishna Nagar.,Other,Public Nuisance,Krishna Nagar,since Monday,28.660788,77.278785,In Progress
C1846,Illegal waste and Dead Animal dumped openly beside Main Market in Janakpuri Block B.,Sanitation,Dead Animal,Janakpuri Block B,2 weeks,28.619984,77.089667,In Progress
C1951,Illegal waste and Dead Animal dumped openly beside Central Park in Rohini Sector 14.,Sanitation,Dead Animal,Rohini Sector 14,since last Thursday,28.71983,77.131773,In Progress
C1719,Stagnant sewer water and Manhole Overflow overflowing onto pavement in Pitampura for 24 hours.,Sewage,Manhole Overflow,Pitampura,24 hours,28.698029,77.139523,Pending
C1255,"Severe Water Leakage observed near Bus Stand in Pitampura, clean drinking water being wasted for 2 days.",Water,Water Leakage,Pitampura,2 days,28.698148,77.13712,Pending
C1962,Large Missing Manhole Cover right in front of Bus Stand in Civil Lines. Please fix immediately.,Roads,Missing Manhole Cover,Civil Lines,2 days,28.680152,77.222864,Resolved
C1401,There is a deep Missing Manhole Cover on Indirapuram Main Road causing severe traffic congestion.,Roads,Missing Manhole Cover,Indirapuram,2 weeks,28.642796,77.3719,In Progress
C2162,Illegal temporary stalls and Stray Animals blocking the walkway in Mayur Vihar Phase 1.,Other,Stray Animals,Mayur Vihar Phase 1,5 days,28.607675,77.295574,Pending
C1781,Commercial vehicles and cabs doing Traffic Congestion on narrow road in Janakpuri Block B for 24 hours.,Traffic,Traffic Congestion,Janakpuri Block B,24 hours,28.621444,77.085849,Pending
C1932,"Major intersection in Indirapuram has Traffic Signal Down near Bus Stand, creating chaotic traffic jam.",Traffic,Traffic Signal Down,Indirapuram,for past 4 days,28.640739,77.371209,Pending
C2186,Commercial vehicles and cabs doing Traffic Congestion on narrow road in Dwarka Sector 6 for 3 days.,Traffic,Traffic Congestion,Dwarka Sector 6,3 days,28.580611,77.061013,Resolved
C2144,Cattle wandering on road causing Encroachment near Mother Dairy in Pitampura.,Other,Encroachment,Pitampura,2 days,28.697668,77.137497,Manual Review
C1862,Illegal temporary stalls and Stray Animals blocking the walkway in Connaught Place.,Other,Stray Animals,Connaught Place,almost 10 days,28.631333,77.214741,Pending
C1594,"Public park in Connaught Place has Broken Bench for for past 4 days, unsafe for walking.",Parks,Broken Bench,Connaught Place,for past 4 days,28.630455,77.217584,In Progress
C1067,Illegal temporary stalls and Public Nuisance blocking the walkway in Vasant Kunj.,Other,Public Nuisance,Vasant Kunj,2 weeks,28.530308,77.155228,Pending
C2031,Underground Water Contamination near Central Park causing street flooding in Lajpat Nagar.,Water,Water Contamination,Lajpat Nagar,24 hours,28.569626,77.244085,In Progress
C1910,"Manhole lid broken with Manhole Overflow near school in Noida Sector 62, life-threatening for children.",Sewage,Manhole Overflow,Noida Sector 62,3 days,28.626617,77.364355,Resolved
C1205,"Hazardous live Power Outage hanging dangerously low near Bus Stand in Vasant Kunj, risk of electric shock.",Electrical,Power Outage,Vasant Kunj,2 days,28.528744,77.154189,In Progress
C2017,No drinking water received in Indirapuram due to Water Contamination since last since last Thursday.,Water,Water Contamination,Indirapuram,since last Thursday,28.639985,77.370875,Resolved
C2048,"Manhole lid broken with Gutter Stagnation near school in Janakpuri Block B, life-threatening for children.",Sewage,Gutter Stagnation,Janakpuri Block B,almost 10 days,28.622654,77.088586,In Progress
C1843,Underground Low Water Pressure near Central Park causing street flooding in Shahdara.,Water,Low Water Pressure,Shahdara,48 hours,28.674623,77.289176,Resolved
C2129,Sanitation workers haven't cleared Overflowing Bin near Gate 2 in Civil Lines for past almost 10 days.,Sanitation,Overflowing Bin,Civil Lines,almost 10 days,28.677346,77.223013,Pending
C1184,Choked drainage and Sewage Blockage outside Gate 2 in Lajpat Nagar for past 1 week.,Sewage,Sewage Blockage,Lajpat Nagar,1 week,28.567379,77.244476,In Progress
C1213,"Underground sewer line has Manhole Overflow near Railway Crossing in Vasant Kunj, water entering ground floor homes.",Sewage,Manhole Overflow,Vasant Kunj,almost 10 days,28.528924,77.153714,In Progress
C1180,No drinking water received in Pitampura due to Water Contamination since last 2 days.,Water,Water Contamination,Pitampura,2 days,28.69866,77.137986,Pending
C1204,"Underground sewer line has Gutter Stagnation near Police Station in Janakpuri Block B, water entering ground floor homes.",Sewage,Gutter Stagnation,Janakpuri Block B,almost 10 days,28.620596,77.087246,Pending
C1581,Loudspeakers and industrial machinery causing unbearable Public Nuisance in residential Janakpuri Block B for 2 days.,Other,Public Nuisance,Janakpuri Block B,2 days,28.621221,77.089174,Manual Review
C1896,Illegal waste and Illegal Dumping dumped openly beside Gate 2 in Noida Sector 62.,Sanitation,Illegal Dumping,Noida Sector 62,since Monday,28.628341,77.363705,In Progress
C1584,"Heavy rain created a massive Road Damage in Janakpuri Block B, risk of fatal accidents at night.",Roads,Road Damage,Janakpuri Block B,3 days,28.621985,77.089728,In Progress
C1782,"Manhole lid broken with Manhole Overflow near school in Lajpat Nagar, life-threatening for children.",Sewage,Manhole Overflow,Lajpat Nagar,since Monday,28.568666,77.242962,Pending
C1893,"Underground sewer line has Sewage Overflow near Gate 2 in Karol Bagh, water entering ground floor homes.",Sewage,Sewage Overflow,Karol Bagh,1 week,28.649848,77.188764,Manual Review
C1334,Choked drainage and Gutter Stagnation outside Mother Dairy in Mayur Vihar Phase 1 for past for past 4 days.,Sewage,Gutter Stagnation,Mayur Vihar Phase 1,for past 4 days,28.607222,77.29681,Resolved
C1363,"Street light pole has Power Outage near Pillar 45 in Pitampura, complete darkness for 2 days.",Electrical,Power Outage,Pitampura,2 days,28.697932,77.137786,Resolved
C1765,No drinking water received in Lajpat Nagar due to Water Contamination since last 48 hours.,Water,Water Contamination,Lajpat Nagar,48 hours,28.569292,77.242453,Manual Review
C2123,"Street dark and unsafe for women due to Broken Street Light on 3rd Cross, Civil Lines for 48 hours.",Electrical,Broken Street Light,Civil Lines,48 hours,28.676895,77.22225,Pending
C2101,"Dangerous Road Damage near City Hospital in Dwarka Sector 6 for 5 days, multiple bike slips reported.",Roads,Road Damage,Dwarka Sector 6,5 days,28.582709,77.059464,Pending
C2139,Sanitation workers haven't cleared Dead Animal near Railway Crossing in Janakpuri Block B for past 24 hours.,Sanitation,Dead Animal,Janakpuri Block B,24 hours,28.622872,77.088156,In Progress
C2114,Continuous gridlock and Traffic Signal Down due to illegal encroaching near Metro Station in Lajpat Nagar.,Traffic,Traffic Signal Down,Lajpat Nagar,1 week,28.569479,77.24196,Pending
C1688,Heavy storm caused Overgrown Vegetation blocking the entrance of Lajpat Nagar park near Post Office.,Parks,Overgrown Vegetation,Lajpat Nagar,for past 4 days,28.568785,77.242816,In Progress
C1873,Public health emergency due to unattended Overflowing Bin near school gate in Civil Lines.,Sanitation,Overflowing Bin,Civil Lines,for past 4 days,28.679964,77.222643,In Progress
C1722,Distribution transformer has Broken Street Light sparking continuously near Community Center in Janakpuri Block B.,Electrical,Broken Street Light,Janakpuri Block B,3 days,28.620039,77.086082,Resolved
C1721,Cattle wandering on road causing Stray Animals near Govt Senior Secondary School in Indirapuram.,Other,Stray Animals,Indirapuram,almost 10 days,28.641468,77.369975,Resolved
C1841,"Broken boundary wall and Tree Fall Hazard in municipal garden, Saket.",Parks,Tree Fall Hazard,Saket,48 hours,28.526173,77.207497,Pending
C1848,No drinking water received in Indirapuram due to Water Contamination since last 48 hours.,Water,Water Contamination,Indirapuram,48 hours,28.64321,77.373072,Pending
C1934,Pack of aggressive stray dogs causing Encroachment near Police Station in Shahdara.,Other,Encroachment,Shahdara,24 hours,28.671757,77.288699,In Progress
C2099,"Urgent repair needed for Road Damage near Mother Dairy, road surface completely broken.",Roads,Road Damage,Krishna Nagar,2 weeks,28.660737,77.27898,In Progress
C1256,Dense bushes and Tree Fall Hazard in Noida Sector 62 park haven't been trimmed for 48 hours.,Parks,Tree Fall Hazard,Noida Sector 62,48 hours,28.626321,77.366757,Resolved
C2029,"Key traffic junction has Traffic Signal Down at Rohini Sector 14 crossing, accidents happening daily.",Traffic,Traffic Signal Down,Rohini Sector 14,1 week,28.716264,77.13376,In Progress
C1629,"Heavy rain created a massive Missing Manhole Cover in Pitampura, risk of fatal accidents at night.",Roads,Missing Manhole Cover,Pitampura,since last Thursday,28.700796,77.137302,Pending
C1619,"Uncollected garbage and Dead Animal rotting in Shahdara for since Monday, breeding mosquitoes.",Sanitation,Dead Animal,Shahdara,since Monday,28.673893,77.287962,Resolved
C1034,No drinking water received in Connaught Place due to Water Leakage since last 3 days.,Water,Water Leakage,Connaught Place,3 days,28.629793,77.215553,Pending
C1746,Loudspeakers and industrial machinery causing unbearable Public Nuisance in residential Rohini Sector 14 for almost 10 days.,Other,Public Nuisance,Rohini Sector 14,almost 10 days,28.719593,77.13142,Pending
C1759,"Street dark and unsafe for women due to Broken Street Light on 3rd Cross, Pitampura for 2 days.",Electrical,Broken Street Light,Pitampura,2 days,28.699059,77.14004,Pending
C2103,Contaminated foul-smelling water coming from taps in Indirapuram for 5 days.,Water,Low Water Pressure,Indirapuram,5 days,28.641644,77.369682,Resolved
C1392,"Drinking water supply in Mayur Vihar Phase 1 has brown smelly Pipeline Burst for 3 days, health risk to residents.",Water,Pipeline Burst,Mayur Vihar Phase 1,3 days,28.607652,77.29733,Pending
C1430,Dense bushes and Park Cleanliness in Janakpuri Block B park haven't been trimmed for for past 4 days.,Parks,Park Cleanliness,Janakpuri Block B,for past 4 days,28.622732,77.088088,Pending
C1713,Missing directional signboard and Traffic Congestion near Post Office in Pitampura.,Traffic,Traffic Congestion,Pitampura,2 weeks,28.69834,77.137468,Pending
C1443,Auto-rickshaws blocking entry with Traffic Congestion outside City Hospital in Vasant Kunj.,Traffic,Traffic Congestion,Vasant Kunj,5 days,28.531092,77.155573,Pending
C1774,Auto-rickshaws blocking entry with Illegal Parking outside Mother Dairy in Noida Sector 62.,Traffic,Illegal Parking,Noida Sector 62,5 days,28.628135,77.363386,Pending
C1341,Underground Water Leakage near Community Center causing street flooding in Mayur Vihar Phase 1.,Water,Water Leakage,Mayur Vihar Phase 1,5 days,28.608231,77.296653,Resolved
C1861,"Hazardous live Transformer Fault hanging dangerously low near Railway Crossing in Indirapuram, risk of electric shock.",Electrical,Transformer Fault,Indirapuram,5 days,28.639615,77.373305,Pending
C1385,Pack of aggressive stray dogs causing Public Nuisance near Gate 2 in Noida Sector 62.,Other,Public Nuisance,Noida Sector 62,3 days,28.626225,77.365307,Pending
C1448,Open drain with Sewage Blockage causing severe mosquito menace in Shahdara.,Sewage,Sewage Blockage,Shahdara,since last Thursday,28.674275,77.286671,Pending
C1075,Loudspeakers and industrial machinery causing unbearable Stray Animals in residential Karol Bagh for since last Thursday.,Other,Stray Animals,Karol Bagh,since last Thursday,28.653262,77.18978,Resolved
C1200,Cattle wandering on road causing Noise Pollution near Mother Dairy in Karol Bagh.,Other,Noise Pollution,Karol Bagh,24 hours,28.650992,77.191298,Pending
C1921,"Manhole lid broken with Manhole Overflow near school in Lajpat Nagar, life-threatening for children.",Sewage,Manhole Overflow,Lajpat Nagar,2 days,28.569066,77.242339,In Progress
C1258,"Urgent repair needed for Pothole near Post Office, road surface completely broken.",Roads,Pothole,Noida Sector 62,since last Thursday,28.627697,77.364417,Pending
C1923,"Frequent sudden Power Outage in Dwarka Sector 6 for almost 10 days, appliances getting damaged.",Electrical,Power Outage,Dwarka Sector 6,almost 10 days,28.583439,77.061459,In Progress
C1008,"Manhole lid broken with Sewage Overflow near school in Saket, life-threatening for children.",Sewage,Sewage Overflow,Saket,since last Thursday,28.525317,77.205254,Pending
C2067,No drinking water received in Pitampura due to Low Water Pressure since last almost 10 days.,Water,Low Water Pressure,Pitampura,almost 10 days,28.700428,77.140021,Resolved
C2200,Sanitation workers haven't cleared Illegal Dumping near Central Park in Civil Lines for past 24 hours.,Sanitation,Illegal Dumping,Civil Lines,24 hours,28.677895,77.223029,In Progress
C1833,Distribution transformer has Transformer Fault sparking continuously near Central Park in Dwarka Sector 6.,Electrical,Transformer Fault,Dwarka Sector 6,since last Thursday,28.582113,77.061654,Pending
C1233,Stagnant sewer water and Sewage Blockage overflowing onto pavement in Janakpuri Block B for 24 hours.,Sewage,Sewage Blockage,Janakpuri Block B,24 hours,28.621819,77.088042,Resolved
C2104,"Street dark and unsafe for women due to Exposed Wire on 3rd Cross, Saket for since last Thursday.",Electrical,Exposed Wire,Saket,since last Thursday,28.52482,77.206279,Pending
C2023,Sanitation workers haven't cleared Illegal Dumping near City Hospital in Karol Bagh for past 2 days.,Sanitation,Illegal Dumping,Karol Bagh,2 days,28.652971,77.190829,Pending
C1303,Dense bushes and Overgrown Vegetation in Connaught Place park haven't been trimmed for for past 4 days.,Parks,Overgrown Vegetation,Connaught Place,for past 4 days,28.631103,77.216726,Resolved
C1940,Commercial vehicles and cabs doing Traffic Congestion on narrow road in Indirapuram for since last Thursday.,Traffic,Traffic Congestion,Indirapuram,since last Thursday,28.64077,77.370429,Pending
